id,group,age,sex,sex_comparison,order,education,trial,players,complete,p,x1,x2,out1l,q,y1,y2,out2l,choicel,choiceotherl,emotion,choiceduration,obtainedchosen,unobtainedchosen,obtainedother,unobtainedother,ev1,ev2,dev,absdev,sd1,sd2,dsd,d,r,scale,scaleduration,Em_ev,rxgroup,_est_random,_est_fixed
1,1,68,1,3,1,12,1,0,0,0.5,5,-20,1,0.200000003,20,-20,0,0,2,Disapointment,5.739299774,-20,20,,,-7.5,-12,4.5,4.5,12.5,16,-3.5,19.5,-15,-31,1.427800059,Disapointment,-15,0,0
1,1,68,1,3,1,12,2,0,0,0.5,-5,-20,0,0.200000003,5,-20,0,0,2,Disapointment,8.059399605,-20,5,,,-12.5,-15,2.5,2.5,7.5,10,-2.5,12.5,-10,-30,1.465600014,Disapointment,-10,0,0
1,1,68,1,3,1,12,3,0,0,0.5,-5,-20,0,0.200000003,20,-20,1,0,2,Rejoy,5.473999977,20,-20,,,-12.5,-12,-0.5,0.5,7.5,16,-8.5,24.5,-25,0,0.06669999659,Rejoy,-25,0,0
1,1,68,1,3,1,12,4,0,0,0.5,20,5,0,0.8000000119,20,-20,1,1,2,Disapointment,6.167699814,5,20,,,12.5,12,0.5,0.5,7.5,16,-8.5,0.5,25,5,1.791499972,Disapointment,25,0,0
1,1,68,1,3,1,12,5,0,0,0.200000003,5,-20,0,0.8000000119,-5,-20,1,0,2,Rejoy,8.882300377,-5,-20,,,-15,-8,-7,7,10,6,4,-17,10,-7,2.145299911,Rejoy,10,0,0
1,1,68,1,3,1,12,6,0,0,0.200000003,5,-5,0,0.5,5,-20,0,0,2,Disapointment,2.972899914,-20,5,,,-3,-7.5,4.5,4.5,4,12.5,-8.5,4.5,15,-23,1.510499954,Disapointment,15,0,0
1,1,68,1,3,1,12,7,0,0,0.5,5,-20,1,0.200000003,5,-5,0,1,2,Rejoy,8.406700134,5,-20,,,-7.5,-3,-4.5,4.5,12.5,4,8.5,-4.5,-15,11,1.548599958,Rejoy,-15,0,0
1,1,68,1,3,1,12,8,0,0,0.200000003,20,-20,0,0.5,5,-20,1,0,2,Rejoy,8.867500305,5,-20,,,-12,-7.5,-4.5,4.5,16,12.5,3.5,-19.5,15,3,1.331599951,Rejoy,15,0,0
1,1,68,1,3,1,12,9,0,0,0.8000000119,-5,-20,1,0.200000003,5,-20,0,0,2,Disapointment,5.293499947,-20,5,,,-8,-15,7,7,6,10,-4,17,-10,-11,2.287100077,Disapointment,-10,0,0
1,1,68,1,3,1,12,10,0,0,0.200000003,20,5,0,0.8000000119,20,-5,1,0,2,Rejoy,6.863299847,20,-5,,,8,15,-7,7,6,10,-4,-7,10,18,2.155600071,Rejoy,10,0,0
1,1,68,1,3,1,12,11,0,0,0.8000000119,20,-5,1,0.200000003,20,5,0,1,2,Rejoy,4.663199902,20,-5,,,15,8,7,7,10,6,4,7,-10,23,1.478600025,Rejoy,-10,0,0
1,1,68,1,3,1,12,12,0,0,0.200000003,20,5,0,0.5,20,-5,1,1,2,Disapointment,7.142300129,5,20,,,8,7.5,0.5,0.5,6,12.5,-6.5,0.5,10,0,3.085299969,Disapointment,10,0,0
1,1,68,1,3,1,12,13,0,0,0.5,20,-5,0,0.8000000119,20,-20,1,0,2,Rejoy,6.474299908,20,-20,,,7.5,12,-4.5,4.5,12.5,16,-3.5,-4.5,15,21,2.335400105,Rejoy,15,0,0
1,1,68,1,3,1,12,14,0,0,0.8000000119,20,-20,0,0.5,20,5,0,0,2,Disapointment,6.045199871,5,20,,,12,12.5,-0.5,0.5,16,7.5,8.5,-0.5,-25,0,5.715099812,Disapointment,-25,0,0
1,1,68,1,3,1,12,15,0,0,0.8000000119,20,-20,1,0.5,20,-5,1,1,2,Rejoy,6.939599991,20,-20,,,12,7.5,4.5,4.5,16,12.5,3.5,4.5,-15,16,1.288599968,Rejoy,-15,0,0
1,1,68,1,3,1,12,16,0,0,0.5,20,-5,0,0.200000003,20,5,1,0,2,Rejoy,4.035200119,20,5,,,7.5,8,-0.5,0.5,12.5,6,6.5,-0.5,-10,24,2.377099991,Rejoy,-10,0,0
1,1,68,1,3,1,12,17,0,0,0.200000003,5,-20,0,0.5,-5,-20,1,0,2,Rejoy,9.140199661,-5,-20,,,-15,-12.5,-2.5,2.5,10,7.5,2.5,-12.5,10,1,3.355400085,Rejoy,10,0,0
1,1,68,1,3,1,12,18,0,0,0.200000003,20,-20,1,0.5,-5,-20,0,0,2,Disapointment,7.733399868,-20,-5,,,-12,-12.5,0.5,0.5,16,7.5,8.5,-24.5,25,-29,1.176900029,Disapointment,25,0,0
1,1,68,1,3,1,12,19,0,0,0.5,20,5,0,0.8000000119,20,-5,1,1,2,Disapointment,3.810899973,5,20,,,12.5,15,-2.5,2.5,7.5,10,-2.5,-2.5,10,-7,1.283800006,Disapointment,10,0,0
1,1,68,1,3,1,12,20,0,0,0.8000000119,20,-5,0,0.5,20,5,1,1,2,Disapointment,8.975600243,-5,20,,,15,12.5,2.5,2.5,10,7.5,2.5,2.5,-10,-7,1.305500031,Disapointment,-10,0,0
1,1,68,1,3,1,12,21,0,1,0.5,20,-5,1,0.200000003,20,5,0,0,2,Regret,4.742899895,5,20,20,-5,7.5,8,-0.5,0.5,12.5,6,6.5,-0.5,-10,5,3.702300072,Regret,-10,0,0
1,1,68,1,3,1,12,22,0,1,0.8000000119,20,-20,0,0.5,20,5,1,0,2,Relief,3.82220006,20,5,-20,20,12,12.5,-0.5,0.5,16,7.5,8.5,-0.5,-25,18,1.806599975,Relief,-25,0,0
1,1,68,1,3,1,12,23,0,1,0.200000003,20,5,0,0.8000000119,20,-5,1,0,2,Relief,7.287799835,20,-5,5,20,8,15,-7,7,6,10,-4,-7,10,23,1.172199965,Relief,10,0,0
1,1,68,1,3,1,12,24,0,1,0.5,-5,-20,1,0.200000003,5,-20,0,1,2,Relief,4.478199959,-5,-20,-20,5,-12.5,-15,2.5,2.5,7.5,10,-2.5,12.5,-10,24,1.037500024,Relief,-10,0,0
1,1,68,1,3,1,12,25,0,1,0.5,5,-20,1,0.200000003,20,-20,0,1,2,Relief,4.750100136,5,-20,-20,20,-7.5,-12,4.5,4.5,12.5,16,-3.5,19.5,-15,23,1.67990005,Relief,-15,0,0
1,1,68,1,3,1,12,26,0,1,0.8000000119,-5,-20,1,0.200000003,5,-20,0,1,2,Relief,4.414700031,-5,-20,-20,5,-8,-15,7,7,6,10,-4,17,-10,21,2.353499889,Relief,-10,0,0
1,1,68,1,3,1,12,27,0,1,0.8000000119,20,-20,1,0.5,20,-5,0,1,2,Relief,7.092700005,20,-20,-5,20,12,7.5,4.5,4.5,16,12.5,3.5,4.5,-15,27,1.654500008,Relief,-15,0,0
1,1,68,1,3,1,12,28,0,1,0.5,-5,-20,1,0.200000003,20,-20,0,1,2,Relief,3.73029995,-5,-20,-20,20,-12.5,-12,-0.5,0.5,7.5,16,-8.5,24.5,-25,24,1.668900013,Relief,-25,0,0
1,1,68,1,3,1,12,29,0,1,0.5,5,-20,0,0.200000003,5,-5,0,0,2,Relief,5.870299816,-5,5,-20,5,-7.5,-3,-4.5,4.5,12.5,4,8.5,-4.5,-15,24,1.137599945,Relief,-15,0,0
1,1,68,1,3,1,12,30,0,1,0.8000000119,20,-5,1,0.5,20,5,0,1,2,Relief,6.123600006,20,-5,5,20,15,12.5,2.5,2.5,10,7.5,2.5,2.5,-10,23,1.588099957,Relief,-10,0,0
1,1,68,1,3,1,12,31,0,1,0.5,-5,-20,0,0.200000003,5,-20,1,1,2,Regret,7.675000191,-20,-5,5,-20,-12.5,-15,2.5,2.5,7.5,10,-2.5,12.5,-10,-20,1.081599951,Regret,-10,0,0
1,1,68,1,3,1,12,32,0,1,0.8000000119,-5,-20,1,0.200000003,5,-20,0,1,2,Relief,6.150300026,-5,-20,-20,5,-8,-15,7,7,6,10,-4,17,-10,17,0.9186000228,Relief,-10,0,0
1,1,68,1,3,1,12,33,0,1,0.5,20,-5,0,0.8000000119,20,-20,1,0,2,Relief,6.424799919,20,-20,-5,20,7.5,12,-4.5,4.5,12.5,16,-3.5,-4.5,15,31,1.283100009,Relief,15,0,0
1,1,68,1,3,1,12,34,0,1,0.200000003,5,-5,0,0.5,5,-20,0,1,2,Relief,4.100999832,-5,5,-20,5,-3,-7.5,4.5,4.5,4,12.5,-8.5,4.5,15,0,2.32220006,Relief,15,0,0
1,1,68,1,3,1,12,35,0,1,0.8000000119,20,-5,1,0.200000003,20,5,0,1,2,Relief,4.435599804,20,-5,5,20,15,8,7,7,10,6,4,7,-10,28,1.978999972,Relief,-10,0,0
1,1,68,1,3,1,12,36,0,1,0.5,-5,-20,0,0.200000003,20,-20,1,1,2,Regret,5.558700085,-20,-5,20,-20,-12.5,-12,-0.5,0.5,7.5,16,-8.5,24.5,-25,-18,0.7670999765,Regret,-25,0,0
1,1,68,1,3,1,12,37,0,1,0.8000000119,20,-5,0,0.5,20,5,1,1,2,Regret,3.788199902,-5,20,20,5,15,12.5,2.5,2.5,10,7.5,2.5,2.5,-10,-20,1.026200056,Regret,-10,0,0
1,1,68,1,3,1,12,38,0,1,0.200000003,20,-20,0,0.5,5,-20,1,0,2,Relief,4.63079977,5,-20,-20,20,-12,-7.5,-4.5,4.5,16,12.5,3.5,-19.5,15,6,1.315000057,Relief,15,0,0
1,1,68,1,3,1,12,39,0,1,0.200000003,20,5,0,0.5,20,-5,1,0,2,Relief,3.931900024,20,-5,5,20,8,7.5,0.5,0.5,6,12.5,-6.5,0.5,10,19,1.212100029,Relief,10,0,0
1,1,68,1,3,1,12,40,0,1,0.5,20,5,1,0.8000000119,20,-20,0,1,2,Relief,6.192399979,20,5,-20,20,12.5,12,0.5,0.5,7.5,16,-8.5,0.5,25,23,1.027500033,Relief,25,0,0
1,1,68,1,3,1,12,41,0,1,0.5,5,-20,0,0.200000003,5,-5,0,0,2,Relief,5.402900219,-5,5,-20,5,-7.5,-3,-4.5,4.5,12.5,4,8.5,-4.5,-15,-4,2.089699984,Relief,-15,0,0
1,1,68,1,3,1,12,42,0,1,0.5,20,5,1,0.8000000119,20,-20,0,1,2,Relief,5.60379982,20,5,-20,20,12.5,12,0.5,0.5,7.5,16,-8.5,0.5,25,16,0.9757999778,Relief,25,0,0
1,1,68,1,3,1,12,43,0,1,0.5,20,-5,0,0.200000003,20,5,0,1,2,Regret,5.692200184,-5,20,5,20,7.5,8,-0.5,0.5,12.5,6,6.5,-0.5,-10,-5,1.365399957,Regret,-10,0,0
1,1,68,1,3,1,12,44,0,1,0.8000000119,20,-20,1,0.5,20,-5,0,0,2,Regret,6.67840004,-5,20,20,-20,12,7.5,4.5,4.5,16,12.5,3.5,4.5,-15,-11,2.101200104,Regret,-15,0,0
1,1,68,1,3,1,12,45,0,1,0.5,20,5,1,0.8000000119,20,-5,1,1,2,Sameoutcome,4.886700153,20,5,20,-5,12.5,15,-2.5,2.5,7.5,10,-2.5,-2.5,10,30,0.9844999909,Sameoutcome,10,0,0
1,1,68,1,3,1,12,46,0,1,0.200000003,5,-20,0,0.8000000119,-5,-20,1,0,2,Relief,6.54129982,-5,-20,-20,5,-15,-8,-7,7,10,6,4,-17,10,14,0.9757000208,Relief,10,0,0
1,1,68,1,3,1,12,47,0,1,0.200000003,5,-20,0,0.5,-5,-20,0,0,2,Sameoutcome,10.58839989,-20,-5,-20,5,-15,-12.5,-2.5,2.5,10,7.5,2.5,-12.5,10,-6,3.05279994,Sameoutcome,10,0,0
1,1,68,1,3,1,12,48,0,1,0.5,5,-20,1,0.200000003,20,-20,0,1,2,Relief,5.177899837,5,-20,-20,20,-7.5,-12,4.5,4.5,12.5,16,-3.5,19.5,-15,1,2.608799934,Relief,-15,0,0
1,1,68,1,3,1,12,49,0,1,0.200000003,20,5,0,0.8000000119,20,-5,1,0,2,Relief,5.120900154,20,-5,5,20,8,15,-7,7,6,10,-4,-7,10,28,1.137899995,Relief,10,0,0
1,1,68,1,3,1,12,50,0,1,0.200000003,20,-20,1,0.5,-5,-20,0,0,2,Regret,6.229800224,-20,-5,20,-20,-12,-12.5,0.5,0.5,16,7.5,8.5,-24.5,25,-23,1.05400002,Regret,25,0,0
1,1,68,1,3,1,12,51,0,1,0.8000000119,20,-5,1,0.200000003,20,5,0,1,2,Relief,4.05880022,20,-5,5,20,15,8,7,7,10,6,4,7,-10,11,0.8662999868,Relief,-10,0,0
1,1,68,1,3,1,12,52,0,1,0.200000003,20,-20,1,0.5,-5,-20,0,0,2,Regret,13.32289982,-20,-5,20,-20,-12,-12.5,0.5,0.5,16,7.5,8.5,-24.5,25,-27,0.956700027,Regret,25,0,0
1,1,68,1,3,1,12,53,0,1,0.5,20,-5,0,0.8000000119,20,-20,1,1,2,Regret,4.767000198,-5,20,20,-20,7.5,12,-4.5,4.5,12.5,16,-3.5,-4.5,15,-6,3.115799904,Regret,15,0,0
1,1,68,1,3,1,12,54,0,1,0.200000003,5,-20,0,0.8000000119,-5,-20,1,0,2,Relief,3.440900087,-5,-20,-20,5,-15,-8,-7,7,10,6,4,-17,10,16,0.9804000258,Relief,10,0,0
1,1,68,1,3,1,12,55,0,1,0.200000003,20,-20,0,0.5,5,-20,1,0,2,Relief,6.204199791,5,-20,-20,20,-12,-7.5,-4.5,4.5,16,12.5,3.5,-19.5,15,5,1.075999975,Relief,15,0,0
1,1,68,1,3,1,12,56,0,1,0.200000003,5,-20,1,0.5,-5,-20,0,0,2,Regret,4.003600121,-20,-5,5,-20,-15,-12.5,-2.5,2.5,10,7.5,2.5,-12.5,10,-17,0.8786000013,Regret,10,0,0
1,1,68,1,3,1,12,57,0,1,0.200000003,5,-5,0,0.5,5,-20,1,1,2,Regret,6.180799961,-5,5,5,-20,-3,-7.5,4.5,4.5,4,12.5,-8.5,4.5,15,-7,1.034000039,Regret,15,0,0
1,1,68,1,3,1,12,58,0,1,0.8000000119,20,-20,1,0.5,20,5,0,0,2,Regret,7.852099895,5,20,20,-20,12,12.5,-0.5,0.5,16,7.5,8.5,-0.5,-25,-15,0.9681000113,Regret,-25,0,0
1,1,68,1,3,1,12,59,0,1,0.5,20,-5,1,0.200000003,20,5,0,1,2,Relief,6.082399845,20,-5,5,20,7.5,8,-0.5,0.5,12.5,6,6.5,-0.5,-10,26,0.8852999806,Relief,-10,0,0
1,1,68,1,3,1,12,60,0,1,0.5,20,5,1,0.8000000119,20,-5,0,0,2,Regret,7.247700214,-5,20,20,5,12.5,15,-2.5,2.5,7.5,10,-2.5,-2.5,10,-19,1.294199944,Regret,10,0,0
1,1,68,1,3,1,12,61,1,1,0.5,5,-20,1,0.200000003,20,-20,0,1,1,SharedRelief,5.041900158,5,-20,-20,20,-7.5,-12,4.5,4.5,12.5,16,-3.5,19.5,-15,4,2.435300112,SharedRelief,-15,1,0
1,1,68,1,3,1,12,62,1,1,0.5,20,-5,0,0.8000000119,20,-20,1,1,1,SharedRegret,4.926499844,-5,20,20,-20,7.5,12,-4.5,4.5,12.5,16,-3.5,-4.5,15,-4,2.620899916,SharedRegret,15,1,0
1,1,68,1,3,1,12,63,1,1,0.200000003,5,-5,0,0.5,5,-20,1,1,0,Envy,4.509200096,-5,5,5,-20,-3,-7.5,4.5,4.5,4,12.5,-8.5,4.5,15,-6,2.395699978,Envy,15,0,0
1,1,68,1,3,1,12,64,1,1,0.5,20,5,1,0.8000000119,20,-5,1,1,1,Sameoutcome,3.204299927,20,5,20,-5,12.5,15,-2.5,2.5,7.5,10,-2.5,-2.5,10,7,1.277699947,Sameoutcome,10,1,0
1,1,68,1,3,1,12,65,1,1,0.200000003,20,5,0,0.8000000119,20,-5,1,0,1,Gloating,3.65440011,20,-5,5,20,8,15,-7,7,6,10,-4,-7,10,10,0.7903000116,Gloating,10,0,0
1,1,68,1,3,1,12,66,1,1,0.200000003,5,-20,1,0.5,-5,-20,0,0,1,Envy,4.677400112,-20,-5,5,-20,-15,-12.5,-2.5,2.5,10,7.5,2.5,-12.5,10,-21,2.057199955,Envy,10,0,0
1,1,68,1,3,1,12,67,1,1,0.5,20,-5,0,0.200000003,20,5,0,0,0,SharedRelief,3.290299892,5,20,-5,20,7.5,8,-0.5,0.5,12.5,6,6.5,-0.5,-10,2,0.8953999877,SharedRelief,-10,1,0
1,1,68,1,3,1,12,68,1,1,0.5,20,5,1,0.8000000119,20,-20,0,1,1,SharedRelief,6.652400017,20,5,-20,20,12.5,12,0.5,0.5,7.5,16,-8.5,0.5,25,10,2.681499958,SharedRelief,25,1,0
1,1,68,1,3,1,12,69,1,1,0.200000003,20,-20,1,0.5,-5,-20,0,0,0,SharedRegret,9.956299782,-20,-5,20,-20,-12,-12.5,0.5,0.5,16,7.5,8.5,-24.5,25,-22,2.074300051,SharedRegret,25,1,0
1,1,68,1,3,1,12,70,1,1,0.200000003,5,-20,0,0.8000000119,-5,-20,1,0,0,SharedRelief,4.876599789,-5,-20,-20,5,-15,-8,-7,7,10,6,4,-17,10,-5,3.649100065,SharedRelief,10,1,0
1,1,68,1,3,1,12,71,1,1,0.5,20,5,1,0.8000000119,20,-20,0,1,1,SharedRelief,3.901000023,20,5,-20,20,12.5,12,0.5,0.5,7.5,16,-8.5,0.5,25,10,2.293800116,SharedRelief,25,1,0
1,1,68,1,3,1,12,72,1,1,0.200000003,20,5,0,0.8000000119,20,-5,1,0,1,Gloating,4.264800072,20,-5,5,20,8,15,-7,7,6,10,-4,-7,10,15,1.653399944,Gloating,10,0,0
1,1,68,1,3,1,12,73,1,1,0.5,-5,-20,1,0.200000003,20,-20,0,1,1,SharedRelief,3.433599949,-5,-20,-20,20,-12.5,-12,-0.5,0.5,7.5,16,-8.5,24.5,-25,-7,2.123300076,SharedRelief,-25,1,0
1,1,68,1,3,1,12,74,1,1,0.200000003,20,-20,0,0.5,5,-20,1,0,0,SharedRelief,3.657599926,5,-20,-20,20,-12,-7.5,-4.5,4.5,16,12.5,3.5,-19.5,15,9,2.028100014,SharedRelief,15,1,0
1,1,68,1,3,1,12,75,1,1,0.8000000119,-5,-20,1,0.200000003,5,-20,0,1,1,SharedRelief,4.253099918,-5,-20,-20,5,-8,-15,7,7,6,10,-4,17,-10,-5,5.743599892,SharedRelief,-10,1,0
1,1,68,1,3,1,12,76,1,1,0.200000003,20,5,0,0.5,20,-5,1,0,1,Gloating,7.377500057,20,-5,5,20,8,7.5,0.5,0.5,6,12.5,-6.5,0.5,10,12,1.733700037,Gloating,10,0,0
1,1,68,1,3,1,12,77,1,1,0.8000000119,20,-20,1,0.5,20,-5,0,0,0,SharedRegret,5.577600002,-5,20,20,-20,12,7.5,4.5,4.5,16,12.5,3.5,4.5,-15,-3,1.503600001,SharedRegret,-15,1,0
1,1,68,1,3,1,12,78,1,1,0.8000000119,20,-5,1,0.5,20,5,0,1,0,Gloating,6.131800175,20,-5,5,20,15,12.5,2.5,2.5,10,7.5,2.5,2.5,-10,22,1.313500047,Gloating,-10,0,0
1,1,68,1,3,1,12,79,1,1,0.200000003,5,-5,0,0.5,5,-20,0,1,1,SharedRelief,4.765299797,-5,5,-20,5,-3,-7.5,4.5,4.5,4,12.5,-8.5,4.5,15,1,3.519399881,SharedRelief,15,1,0
1,1,68,1,3,1,12,80,1,1,0.5,-5,-20,0,0.200000003,5,-20,1,1,0,Envy,6.089300156,-20,-5,5,-20,-12.5,-15,2.5,2.5,7.5,10,-2.5,12.5,-10,-15,2.177099943,Envy,-10,0,0
1,1,68,1,3,1,12,81,1,1,0.8000000119,-5,-20,1,0.200000003,5,-20,0,1,1,SharedRelief,5.687300205,-5,-20,-20,5,-8,-15,7,7,6,10,-4,17,-10,1,3.299000025,SharedRelief,-10,1,0
1,1,68,1,3,1,12,82,1,1,0.5,20,5,1,0.8000000119,20,-5,0,0,1,Envy,7.13049984,-5,20,20,5,12.5,15,-2.5,2.5,7.5,10,-2.5,-2.5,10,-24,2.235800028,Envy,10,0,0
1,1,68,1,3,1,12,83,1,1,0.8000000119,20,-5,1,0.200000003,20,5,0,1,0,Gloating,3.375299931,20,-5,5,20,15,8,7,7,10,6,4,7,-10,18,2.191999912,Gloating,-10,0,0
1,1,68,1,3,1,12,84,1,1,0.200000003,20,5,0,0.5,20,-5,1,1,1,SharedRegret,5.035299778,5,20,20,-5,8,7.5,0.5,0.5,6,12.5,-6.5,0.5,10,2,2.380500078,SharedRegret,10,1,0
1,1,68,1,3,1,12,85,1,1,0.5,20,-5,0,0.8000000119,20,-20,1,0,1,Gloating,5.055699825,20,-20,-5,20,7.5,12,-4.5,4.5,12.5,16,-3.5,-4.5,15,26,1.270200014,Gloating,15,0,0
1,1,68,1,3,1,12,86,1,1,0.8000000119,20,-20,0,0.5,20,5,1,0,0,SharedRelief,4.994699955,20,5,-20,20,12,12.5,-0.5,0.5,16,7.5,8.5,-0.5,-25,25,2.034100056,SharedRelief,-25,1,0
1,1,68,1,3,1,12,87,1,1,0.5,5,-20,1,0.200000003,20,-20,0,1,1,SharedRelief,3.597800016,5,-20,-20,20,-7.5,-12,4.5,4.5,12.5,16,-3.5,19.5,-15,-7,1.635499954,SharedRelief,-15,1,0
1,1,68,1,3,1,12,88,1,1,0.200000003,20,-20,1,0.5,-5,-20,0,1,0,Gloating,6.81829977,20,-20,-20,-5,-12,-12.5,0.5,0.5,16,7.5,8.5,-24.5,25,17,1.753200054,Gloating,25,0,0
1,1,68,1,3,1,12,89,1,1,0.5,5,-20,0,0.200000003,5,-5,0,0,0,SharedRelief,5.477200031,-5,5,-20,5,-7.5,-3,-4.5,4.5,12.5,4,8.5,-4.5,-15,2,2.440599918,SharedRelief,-15,1,0
1,1,68,1,3,1,12,90,1,1,0.200000003,5,-20,0,0.5,-5,-20,0,0,0,Sameoutcome,12.7663002,-20,-5,-20,5,-15,-12.5,-2.5,2.5,10,7.5,2.5,-12.5,10,-14,2.361299992,Sameoutcome,10,1,0
1,1,68,1,3,1,12,91,1,1,0.5,-5,-20,0,0.200000003,20,-20,1,1,1,SharedRegret,5.428500175,-20,-5,20,-20,-12.5,-12,-0.5,0.5,7.5,16,-8.5,24.5,-25,-26,1.880300045,SharedRegret,-25,1,0
1,1,68,1,3,1,12,92,1,1,0.5,-5,-20,1,0.200000003,5,-20,0,1,1,SharedRelief,4.276199818,-5,-20,-20,5,-12.5,-15,2.5,2.5,7.5,10,-2.5,12.5,-10,-3,4.215300083,SharedRelief,-10,1,0
1,1,68,1,3,1,12,93,1,1,0.8000000119,20,-20,1,0.5,20,5,0,0,1,Envy,4.042900085,5,20,20,-20,12,12.5,-0.5,0.5,16,7.5,8.5,-0.5,-25,-6,2.992599964,Envy,-25,0,0
1,1,68,1,3,1,12,94,1,1,0.200000003,20,5,0,0.5,20,-5,1,0,1,Gloating,4.787099838,20,-5,5,20,8,7.5,0.5,0.5,6,12.5,-6.5,0.5,10,21,1.161800027,Gloating,10,0,0
1,1,68,1,3,1,12,95,1,1,0.8000000119,20,-5,1,0.200000003,20,5,0,1,0,Gloating,4.595699787,20,-5,5,20,15,8,7,7,10,6,4,7,-10,23,1.064499974,Gloating,-10,0,0
1,1,68,1,3,1,12,96,1,1,0.200000003,20,-20,0,0.5,5,-20,1,0,0,SharedRelief,5.652599812,5,-20,-20,20,-12,-7.5,-4.5,4.5,16,12.5,3.5,-19.5,15,18,2.045399904,SharedRelief,15,1,0
1,1,68,1,3,1,12,97,1,1,0.8000000119,20,-5,0,0.5,20,5,1,0,0,SharedRelief,4.083799839,20,5,-5,20,15,12.5,2.5,2.5,10,7.5,2.5,2.5,-10,18,1.710899949,SharedRelief,-10,1,0
1,1,68,1,3,1,12,98,1,1,0.5,5,-20,0,0.200000003,5,-5,0,0,0,SharedRelief,5.10010004,-5,5,-20,5,-7.5,-3,-4.5,4.5,12.5,4,8.5,-4.5,-15,-2,2.892999887,SharedRelief,-15,1,0
1,1,68,1,3,1,12,99,1,1,0.200000003,5,-20,0,0.8000000119,-5,-20,1,0,0,SharedRelief,4.170300007,-5,-20,-20,5,-15,-8,-7,7,10,6,4,-17,10,-3,1.545300007,SharedRelief,10,1,0
1,1,68,1,3,1,12,100,1,1,0.8000000119,20,-20,1,0.5,20,-5,0,1,0,Gloating,6.994599819,20,-20,-5,20,12,7.5,4.5,4.5,16,12.5,3.5,4.5,-15,27,2.332299948,Gloating,-15,0,0
2,1,74,1,3,2,17,1,0,0,0.5,5,-20,1,0.200000003,20,-20,0,1,2,Rejoy,15.19009972,5,-20,,,-7.5,-12,4.5,4.5,12.5,16,-3.5,19.5,-15,1,4.584499836,Rejoy,-15,0,0
2,1,74,1,3,2,17,2,0,0,0.5,-5,-20,0,0.200000003,5,-20,0,0,2,Disapointment,9.893500328,-20,5,,,-12.5,-15,2.5,2.5,7.5,10,-2.5,12.5,-10,-21,6.356299877,Disapointment,-10,0,0
2,1,74,1,3,2,17,3,0,0,0.5,-5,-20,0,0.200000003,20,-20,1,0,2,Rejoy,7.222499847,20,-20,,,-12.5,-12,-0.5,0.5,7.5,16,-8.5,24.5,-25,5,4.156799793,Rejoy,-25,0,0
2,1,74,1,3,2,17,4,0,0,0.5,20,5,0,0.8000000119,20,-20,1,1,2,Disapointment,8.681400299,5,20,,,12.5,12,0.5,0.5,7.5,16,-8.5,0.5,25,2,4.385799885,Disapointment,25,0,0
2,1,74,1,3,2,17,5,0,0,0.200000003,5,-20,0,0.8000000119,-5,-20,1,0,2,Rejoy,9.45320034,-5,-20,,,-15,-8,-7,7,10,6,4,-17,10,5,2.383100033,Rejoy,10,0,0
2,1,74,1,3,2,17,6,0,0,0.200000003,5,-5,0,0.5,5,-20,0,1,2,Disapointment,6.320899963,-5,5,,,-3,-7.5,4.5,4.5,4,12.5,-8.5,4.5,15,-3,6.057700157,Disapointment,15,0,0
2,1,74,1,3,2,17,7,0,0,0.5,5,-20,1,0.200000003,5,-5,0,0,2,Disapointment,5.531000137,-5,5,,,-7.5,-3,-4.5,4.5,12.5,4,8.5,-4.5,-15,-4,2.148799896,Disapointment,-15,0,0
2,1,74,1,3,2,17,8,0,0,0.200000003,20,-20,0,0.5,5,-20,1,0,2,Rejoy,11.58220005,5,-20,,,-12,-7.5,-4.5,4.5,16,12.5,3.5,-19.5,15,6,2.301300049,Rejoy,15,0,0
2,1,74,1,3,2,17,9,0,0,0.8000000119,-5,-20,1,0.200000003,5,-20,0,1,2,Rejoy,7.770100117,-5,-20,,,-8,-15,7,7,6,10,-4,17,-10,3,3.118099928,Rejoy,-10,0,0
2,1,74,1,3,2,17,10,0,0,0.200000003,20,5,0,0.8000000119,20,-5,1,1,2,Disapointment,4.313799858,5,20,,,8,15,-7,7,6,10,-4,-7,10,2,1.981999993,Disapointment,10,0,0
2,1,74,1,3,2,17,11,0,0,0.8000000119,20,-5,1,0.200000003,20,5,0,1,2,Rejoy,6.104100227,20,-5,,,15,8,7,7,10,6,4,7,-10,17,1.52670002,Rejoy,-10,0,0
2,1,74,1,3,2,17,12,0,0,0.200000003,20,5,0,0.5,20,-5,1,0,2,Rejoy,5.797599792,20,-5,,,8,7.5,0.5,0.5,6,12.5,-6.5,0.5,10,17,1.710399985,Rejoy,10,0,0
2,1,74,1,3,2,17,13,0,0,0.5,20,-5,0,0.8000000119,20,-20,1,1,2,Disapointment,7.889999866,-5,20,,,7.5,12,-4.5,4.5,12.5,16,-3.5,-4.5,15,-3,1.812999964,Disapointment,15,0,0
2,1,74,1,3,2,17,14,0,0,0.8000000119,20,-20,0,0.5,20,5,0,0,2,Disapointment,5.057700157,5,20,,,12,12.5,-0.5,0.5,16,7.5,8.5,-0.5,-25,-1,0.9925000072,Disapointment,-25,0,0
2,1,74,1,3,2,17,15,0,0,0.8000000119,20,-20,1,0.5,20,-5,1,0,2,Rejoy,6.153399944,20,-5,,,12,7.5,4.5,4.5,16,12.5,3.5,4.5,-15,16,2.278599977,Rejoy,-15,0,0
